comment_id,post_id,comment_text,published_at,like_count,reply_count,author_id,author_name,title_youtube,source_query,crawled_at
UgwO0Bw17bce13raQLR4AaABAg,UPeEeGHydWs,ビリーの可愛いさわは正義❤,2025-09-20T11:13:39Z,0,0,UCE36sFHp0_X-fJs547JirWw,@yasuhonchan1821,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugwk2WK0PMKEf-3qNER4AaABAg,UPeEeGHydWs,perfect.,2024-12-27T00:29:32Z,0,0,UCKt8zTVleAL9-GFOa5nPuhA,@naoseipontocompontobr,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzfQq17dhSstnL3n3N4AaABAg,UPeEeGHydWs,I love this song now her voice is good,2025-05-17T04:31:36Z,0,0,UCMI004NMQ5FHDFlpnia89ZA,@unodostres-fi8ug,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyEkCq1DGvwGD-G6Dd4AaABAg,UPeEeGHydWs,to be the audience. lucky mfs.,2024-12-18T03:49:37Z,3,0,UCdhWVvp2WLZ64VRvxKaU8uA,@usridek,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzjBtm92aSJYX79FUB4AaABAg,UPeEeGHydWs,Happy birthday Billie,2024-12-18T04:53:06Z,1,0,UCq-TsCjaqHMhVMHHsH5OuDw,@ErickPiastri,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwBP4DV5KpvtIyhK094AaABAg,UPeEeGHydWs,I love billie❤❤❤❤,2025-03-30T04:43:23Z,0,0,UCXx1aGFkI6Rp7LwF9iRJz6w,@pamelamullerbiscuit2648,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyLOf1k3Ot2ZJubrWB4AaABAg,UPeEeGHydWs,SIIING BILLIIIEEEEEE,2024-12-18T03:26:45Z,0,0,UCILqvrWr1m6pE0Xhpr11zJg,@leticiacarolinepcf5296,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyUTMfmuX5RLNeJC7J4AaABAg,UPeEeGHydWs,❤,2024-12-18T05:20:35Z,0,0,UCv0OBOGGorWzFqsspczi0ZQ,@deyanabolivar7488,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugwb2ZXIlnmLfsRMsO14AaABAg,UPeEeGHydWs,she&#39;s so good omgg,2024-12-18T10:06:38Z,1,0,UC6A9XbqiqqyMKzJdpnvFAgg,@itsbloodymaniac,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwYGumZukGwAq02mrh4AaABAg,UPeEeGHydWs,Her voice is so d*mn beautiful!,2024-12-20T00:21:20Z,0,0,UCY0MZVqJtM9Npf6lknZi-vA,@Aquarius_Bae,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxXvCCZFVLCMPaDfeh4AaABAg,UPeEeGHydWs,Perfeita,2025-09-02T14:06:57Z,0,0,UCblwF9bkbx7YruGZmFTpuPg,@raquelzetula,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxgWeJ-ZHZ_0KQA-ch4AaABAg,UPeEeGHydWs,MY FAVORITE SONG FROM HMHAS AND WAS MY MOST PLAYED SONG FROM THE ALBUMMMMM,2024-12-18T03:28:18Z,1,0,UC0uwpWUOpdk2VkjNsc-zMlw,@YaneliReyes-vl2bx,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwL7LQw3BdadKU1DkJ4AaABAg,UPeEeGHydWs,happy birthday my girll,2024-12-18T12:54:03Z,0,0,UCzmntwiTPjIMT7_qHs28eYg,@Mariami-x6g,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwV8eSwcuAwR_crVDF4AaABAg,UPeEeGHydWs,"mira lo que es esa voz, PERFECTA",2024-12-18T16:00:05Z,0,0,UCFWC8gvYpJ2nTt0fUD7Y4Sw,@priscilaguzman3311,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzdbXL0LlU0M-kk5554AaABAg,UPeEeGHydWs,"This video was amazing, learned a lot.",2025-02-07T03:45:41Z,0,0,UCRIS5MtH1PLqHLo2wNcO9Ew,@SenaidaHutchings,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzWOS_jU1ZwIYzMPlt4AaABAg,UPeEeGHydWs,"super cute song, encapsulates perfectly a person in their early 20s going through a breakup. very impressed by the emotional maturity of the lyrics.",2025-04-20T10:35:35Z,0,0,UCIxukMh-qQ8XU9pVL2Rrg3w,@karifrancis6602,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyGFDriX_qtS4LAOXd4AaABAg,UPeEeGHydWs,HAPPY BIRTHDAY ML❤ ILL ALWAYS LOVE U THE MOST,2024-12-18T13:47:24Z,0,0,UCkmaJnXSH2B48NWJd4VJNoA,@toms_billiesversion,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugzqu6CoGFy1YnA9Oy54AaABAg,UPeEeGHydWs,Happy bday,2024-12-18T21:17:39Z,0,0,UCV586VWE3RVctg5tLpnyFCQ,@AMNSIDdasdasdsd,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwY6ybFdbevZDlneYJ4AaABAg,UPeEeGHydWs,J&#39;adore cette chanson !,2025-05-23T05:15:01Z,0,0,UCVgQzKpg1sl9cgtElX-zeEQ,@sofialassalle417,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzK_-WQPVw2kbFlKsd4AaABAg,UPeEeGHydWs,She’s 23 now ♥️♥️🎉,2024-12-18T22:24:33Z,0,0,UCm9u5vO2lKMcPrgbn9rM_gQ,@kiyahrenae,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzektzI2QmHUpvbABx4AaABAg,UPeEeGHydWs,Really appreciate the insights in this video.,2025-02-07T02:00:07Z,0,0,UCgxe0sF4-ak082deFQZ4M1A,@CharlesMcelvain,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzRFYcnNMbpomESrPx4AaABAg,UPeEeGHydWs,Really appreciate the insights in this video.,2025-02-07T03:02:20Z,0,0,UCfoJPhoDW4t1EEjEFCx4JyA,@seanvandongen,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwRAtFliKsfM4dHTLl4AaABAg,UPeEeGHydWs,happy birthday billsss,2024-12-18T07:44:49Z,0,0,UC7z95O2-rtNy7F-zYGgzVPg,@notyourfriend..a,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzJNvVcOXwlc8tcDGl4AaABAg,UPeEeGHydWs,Really appreciate the insights in this video.,2025-02-07T01:12:35Z,1,0,UCe97WuRS5fkiozKhGuJbnrg,@cfgjsrsfdrhgsdxz,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugxql_RSoYW1XQxgdiN4AaABAg,UPeEeGHydWs,Love Billie so much,2025-03-05T21:26:05Z,0,0,UCscEz_05qCVQwH13EYEoFjQ,@connorbingham3029,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwRlOy0saq9vfPqYmp4AaABAg,UPeEeGHydWs,omg 😭,2024-12-18T03:06:52Z,1,0,UCOpNFbzUsHi3MUjyeqi8hNw,@tamara._ferreira,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzQI6270XdAUO4eqIt4AaABAg,UPeEeGHydWs,FINNEAS🥲,2025-01-04T04:29:05Z,2,0,UCr9Mt8_-QZTJJw5PO_N2B_g,@RatihTanina,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxLk7aJ1HLspymmSkp4AaABAg,UPeEeGHydWs,have the best 23rd billie &lt;3,2024-12-18T06:52:38Z,0,0,UCi6W1obgG4yfWm7lKDM2HpQ,@Soph.hys.24,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwJeIhTNlugYT8dpDR4AaABAg,UPeEeGHydWs,HAPPY BIRTHDAY BILLIEEE!! &gt;&lt; 💫💫,2024-12-18T05:45:30Z,0,0,UCOwDOYLlRH8bMDb1KD9wL1A,@santamax-x,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwVjk9qiTt_4KCvYoV4AaABAg,UPeEeGHydWs,Oh I love Finneas and William Eilish soooooo much.,2024-12-18T10:22:31Z,0,0,UCmnGpX6cFh73bFmRPi1aIng,@Klara-vt4hx,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwjYId2LxWSx2InNh94AaABAg,UPeEeGHydWs,"SO much cuteness, So much talent. LOVE IT",2024-12-18T06:57:43Z,1,0,UC9vhT0lJ4VzfUqBZhOkmACQ,@sherylAA,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwFyXzNjRH1n2qs0AN4AaABAg,UPeEeGHydWs,"Esta es mi versión favorita, muy jazzy, amoooo 🤍",2024-12-19T20:29:34Z,0,0,UCP97gBkkEZ0eNLX4nevkCXg,@daneyramorales6746,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugxilo6uyod8LD4sfnx4AaABAg,UPeEeGHydWs,Finneas should be nominated for Man of the century... i&#39;m a big brother... but he&#39;s taking the cake,2025-04-15T02:16:07Z,0,0,UC4CVzDHOCEQQ1pfl1vj88wg,@mojo8253,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugz7El8KNl6Dbxh3ukV4AaABAg,UPeEeGHydWs,I love them omg!! It’s always so Wondeful seeing the both of them.💕,2024-12-18T03:34:11Z,2,0,UCOMcPuHiJovdEH6nnCjKiZg,@xbilliesversion,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxxJQU7O9ztHd8Iaix4AaABAg,UPeEeGHydWs,Happy birthday ❤,2024-12-18T06:54:37Z,0,0,UCWPUUXwkmtIHschapSmds_A,@Djuedrong,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxqHUUdjPJdeba9Lnp4AaABAg,UPeEeGHydWs,웅냥냥 생일축하해 빌리sis❤,2024-12-18T05:39:13Z,0,0,UCEpuTESMRulj9pb-LZPVHfQ,@endrewandyou,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwH_ozy73PAuZLVKMV4AaABAg,UPeEeGHydWs,Happy birthday my baby💖🦋,2024-12-18T08:00:35Z,0,0,UCuFlqmrjQg_dV9J9jcO0VvQ,@VoyageBeyondBlue,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxYdTRHCvB_5DaTgjl4AaABAg,UPeEeGHydWs,"Loved this video, keep up the great work!",2025-02-07T02:00:24Z,0,0,UCJPg9bU-D7awpmAw8bR-Ulg,@زوزالمطرفي-ه1ذ,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugzz-7vX-meddQzIExB4AaABAg,UPeEeGHydWs,"Con esa mira en el minutos 1.07 diciendo , hermano acompañame en esta . Ya vamos ❤ que  lindo duo 🥰🎼🎵🎼🎵❤️🌹🌹🌹🌹😉😍",2025-06-12T04:02:48Z,0,0,UCqLmhblehIbig5BHdKyVpJQ,@AlonsoJonathanValenzuelareboll,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyzRZzEkXiSnMGvq6B4AaABAg,UPeEeGHydWs,HAPPY BIRTHDAY 💖💖,2024-12-18T11:35:32Z,0,0,UCTGQ5lmVUgbAvXfOK5OjFLg,@carolinafroess,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwNXLjP5muXiE4SArJ4AaABAg,UPeEeGHydWs,HAPPY BIRTHDAY MY LOVEEE &lt;3,2024-12-18T03:40:08Z,0,0,UCwrHzPYGbslvB_FEkGrXB0Q,@FatehSingh-ft3ox,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzUZPyl9uPDCOYrgVB4AaABAg,UPeEeGHydWs,This version is chef&#39;s kiss OMG,2024-12-19T02:27:11Z,0,0,UCjZo5_zjfaVY1p6wv1_bw0A,@MikayJung,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxpUCf0qUkjIf6m-XJ4AaABAg,UPeEeGHydWs,"Your videos are always so helpful, thank you!",2025-02-07T01:54:58Z,0,0,UCtF1aJYs7-U2eqt3D1kbOyg,@DiemNhi-e3h,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzWg3314mRUIRu4o2l4AaABAg,UPeEeGHydWs,"‏‪<a href=""https://www.youtube.com/watch?v=UPeEeGHydWs&amp;t=90"">1:30</a>‬‏ I love this part so much ✨💙",2024-12-18T21:02:15Z,1,0,UCZumPpmmAEn4uFnQPO6QDmQ,@zh_tk,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugw5JBpkZqMbUQX9gkt4AaABAg,UPeEeGHydWs,"happy birthday billie,ily",2024-12-18T11:29:38Z,0,0,UCTcpoyE7S_Sj5yeXfoqLJbw,@anziocc,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzOUPi-25YWDSWaPnF4AaABAg,UPeEeGHydWs,"Best sing on a great, great album, IMO.",2024-12-18T15:15:09Z,0,0,UCMfCWPgHTPBAvLFvhcRCp1g,@kiwimull,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugyl_Ew58SkEgLiTuup4AaABAg,UPeEeGHydWs,My favorite,2024-12-19T09:18:31Z,0,0,UCXZ0xbqtUKpo1HQiEK3SJLQ,@A.shk9,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzUo4Lx2MVvMAjDKjZ4AaABAg,UPeEeGHydWs,HAPPY BIRTHDAY SWEET ANGEL ❤,2024-12-18T07:27:57Z,0,0,UCsaxtFBGE0WvnYYVozvPP0g,@xo_danaya2967,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyuYdnsCX9xRAc5jw54AaABAg,UPeEeGHydWs,Her voice is a masterpiece,2024-12-18T03:55:16Z,0,0,UCQ43Y3E_T-dsPKUxDVyzTyQ,@andrezabrito3642,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwrKhV1sPnSdvC0ocN4AaABAg,UPeEeGHydWs,🎈🎉 Happy Birthday!🎂🎶,2024-12-18T07:01:04Z,0,0,UCibMOaU-70DPlrQLttTc7QA,@deb3710,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwWc5gtKYYAD8nixX94AaABAg,UPeEeGHydWs,billie’s birthday in a few hourssss,2024-12-18T03:27:07Z,0,0,UC2NdyuuQzAobnbMz10-hNGw,@myatocool,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugw-OxB4SZM9WkFP_vd4AaABAg,UPeEeGHydWs,HAPPY BIRTHDAY BILLIEEEEEEEEEEEE,2024-12-18T18:18:00Z,0,0,UConz6uxt2JU4KgWyj8gtneg,@AnakinSkywalker-x5p,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzokqqSD4J1PuvgOml4AaABAg,UPeEeGHydWs,Thank you for the great content!,2025-02-07T11:36:55Z,0,0,UCPK7ThEpH9ucKYY9-4Pwd1A,@JustinRice-j5t,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxmApzNTs3pTPgGEXZ4AaABAg,UPeEeGHydWs,Phineas has some resemblance with Kurt Cobain,2024-12-26T08:44:38Z,2,0,UC5VA_mDsN6ef2L73tOiKgow,@AhmadDanialChannel,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwipTm0SqRbev7Q9Th4AaABAg,UPeEeGHydWs,I love them both so much happy birthday Billie💙,2024-12-19T05:05:37Z,1,0,UCFnt3DDHXksN1PQ5lbN-3Aw,@chloebreslin,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxSxfzrphH-ApCqzRN4AaABAg,UPeEeGHydWs,birthday girl&lt;3333333,2024-12-18T15:21:04Z,0,0,UCF23nNrG43eq_iUxyX9udKg,@omarhout838,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzvQct2qpguHkghSHt4AaABAg,UPeEeGHydWs,Oh my god we love you Billie 😭🤍,2024-12-18T03:44:35Z,0,0,UCHU9vTvZWuX3LF6pPZfGCKw,@DebanhiMolina,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugw2YK_I-6CWae_Cr-p4AaABAg,UPeEeGHydWs,Her voice is so beautiful,2024-12-18T07:13:54Z,0,0,UCxpLTC-88nTa3tj3UXYlVqg,@TheSneakyPancake,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugwkq75u9NV5cDKja6Z4AaABAg,UPeEeGHydWs,Geeeeeez……..that voice!!!!!!!!,2024-12-20T02:57:29Z,0,0,UCRrNBudivaZGQlxjGuOVFrA,@corderoheat,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxtcEGkcTrRcgUCn394AaABAg,UPeEeGHydWs,🥰😍🥹 love her so much❣️She’s evolved so much! Can’t wait to hear Blue live!,2024-12-18T03:05:24Z,1,0,UC_sZD8Dz-iVxcFruDceBe4g,@CaMariaKelley12,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugz4awt6lrDpc57CDfZ4AaABAg,UPeEeGHydWs,"This song are difficult to sing, but Billie actually ate it with live, and Finneas hair is so stunning 😂❤. Btw, happy birthday Billie Eilish 🎉",2024-12-18T11:45:22Z,0,0,UCot2dQy6RODzEYk-ZP_gXuw,@fahranddd,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyJ5hprzrTVTg-h01p4AaABAg,UPeEeGHydWs,happy birthday my love❤🎉,2024-12-18T03:43:32Z,0,0,UCEVaA1C4WvUaAWqGZrTgtnQ,@miftadwianggraini,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzaKpAfTjWto_Hc2QF4AaABAg,UPeEeGHydWs,Happy birthday bille thanks for your music it changed my life,2024-12-18T15:49:47Z,0,0,UCTInjyeQgrzd_y4uOqJ9mog,@puppydoglove-b3o,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgyzWDLtFS5H0360Ced4AaABAg,UPeEeGHydWs,HAPPY BIRTHDAY BILLIEE,2024-12-18T03:55:30Z,0,0,UCH2fnssybQkv6X6vK3T9IfA,@vanessarckrd,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugx2EZUpJdelYJTK-vZ4AaABAg,UPeEeGHydWs,lovely and Happy Bday,2024-12-18T09:18:27Z,0,0,UC9VZUvUdeLT4-ZKii5RNI9Q,@mint3853,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzWez5vR0UHGeOaq0d4AaABAg,UPeEeGHydWs,😊😎,2025-02-21T14:44:58Z,1,0,UCf6InYZxgd0RdGV0QdpdZzA,@amelieOriginals,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgwFfLYKQbAjofnnjm14AaABAg,UPeEeGHydWs,Iloveyou Billie,2024-12-25T07:56:46Z,0,0,UCu9ak96YGVcM94rYoB0eEfw,@Zaidnee,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxVsA_3AdNKTAuHX_R4AaABAg,UPeEeGHydWs,"Billie Eilish is probably the only mainstream pop artist these days that makes songs i remember and that i get an emotional connection to like WILDFLOWER man that is a nice song, maybe its here style of music that speaks to me i don&#39;t know? Almoast like a good bluse ore soul band really nice soulful music she and here brother make cool stuff!",2024-12-18T17:26:57Z,0,0,UCrd3VOsehf59BuOFve6HUDQ,@davidpaabor1382,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgztNwJVROsZQDFT53x4AaABAg,UPeEeGHydWs,They should be famous,2024-12-18T06:00:42Z,0,0,UCphfFAwHqkT3nninNhbJUdA,@moonshadowxox8803,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgxpDQhPvrroOfWt8j54AaABAg,UPeEeGHydWs,LOVEE HAPPY B DAY BILLIEEE ❤❤❤,2024-12-18T15:11:07Z,0,0,UCn5XmUU0hTzZYHiVFGSKYVA,@GINGA_FAN,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
Ugy-1wNNEPKPRoWmtDJ4AaABAg,UPeEeGHydWs,"WHERES THE REST APPLE MUSIC, IM YEARNINGGG",2024-12-18T03:15:05Z,0,0,UC-QkVctBlemJDML6XBSm3rA,@notstinamarie,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzGBWnmGP0BLfzBDMx4AaABAg,UPeEeGHydWs,i’m obsessed with this ily billie and finneas,2024-12-18T05:24:21Z,0,0,UCW3mJrpLQ76rfjCiu5nxyIg,@morgansparkle5935,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzuB0AviqSAHdHSd0p4AaABAg,UPeEeGHydWs,Happy birthday billie. I love you so much..,2024-12-18T09:40:52Z,0,0,UCVEAX5b2p4Vptg462CehtAQ,@andrezaoldyeck9876,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
UgzDdNgjMMo9ef4b-ad4AaABAg,UPeEeGHydWs,🤍🖤,2025-02-23T02:10:34Z,2,0,UCJwEzkpi-W6YRCKZ81dKoRg,@pjlapiningroamer,"Billie Eilish — ""L'AMOUR DE MA VIE"" (Live Performance) | Apple Music 2024 Artist of the Year",Billie Eilish live performance,2026-05-02 05:30:38
